tconst,titleType,primaryTitle,originalTitle,startYear,endYear,genres
tt1134629,movie,The Private Lives of Pippa Lee,The Private Lives of Pippa Lee,2009.0,,"Comedy,Drama,Romance"
tt2720680,movie,The Salvation,The Salvation,2014.0,,"Action,Drama,Thriller"
tt1073498,movie,Meet the Spartans,Meet the Spartans,2008.0,,"Comedy,Fantasy"
tt0332452,movie,Troy,Troy,2004.0,,"Drama,History"
tt0071853,movie,Monty Python and the Holy Grail,Monty Python and the Holy Grail,1975.0,,"Adventure,Comedy,Fantasy"
tt0087843,movie,Once Upon a Time in America,Once Upon a Time in America,1984.0,,"Crime,Drama"
tt0145487,movie,Spider-Man,Spider-Man,2002.0,,"Action,Adventure,Sci-Fi"
tt0118971,movie,The Devil's Advocate,The Devil's Advocate,1997.0,,"Drama,Mystery,Thriller"
tt0120338,movie,Titanic,Titanic,1997.0,,"Drama,Romance"
tt0515236,tvEpisode,Pilot,Pilot,2003.0,,Comedy
tt0515256,tvEpisode,Top Banana,Top Banana,2003.0,,Comedy
tt0515212,tvEpisode,Bringing Up Buster,Bringing Up Buster,2003.0,,Comedy
tt0515223,tvEpisode,Key Decisions,Key Decisions,2003.0,,Comedy
tt0515214,tvEpisode,Charity Drive,Charity Drive,2003.0,,Comedy
tt0515257,tvEpisode,Visiting Ours,Visiting Ours,2003.0,,Comedy
tt0515221,tvEpisode,In God We Trust,In God We Trust,2003.0,,Comedy
tt0515231,tvEpisode,My Mother the Car,My Mother the Car,2003.0,,Comedy
tt0515247,tvEpisode,Storming the Castle,Storming the Castle,2004.0,,Comedy
tt0515235,tvEpisode,Pier Pressure,Pier Pressure,2004.0,,Comedy
tt0515210,tvEpisode,Beef Consomme,Beef Consomme,2004.0,,Comedy
tt0515244,tvEpisode,Shock and Aww,Shock and Aww,2004.0,,Comedy
tt0515246,tvEpisode,Staff Infection,Staff Infection,2004.0,,Comedy
tt0515208,tvEpisode,Altar Egos,Altar Egos,2004.0,,Comedy
tt0515222,tvEpisode,Justice Is Blind,Justice Is Blind,2004.0,,Comedy
tt0515228,tvEpisode,Missing Kitty,Missing Kitty,2004.0,,Comedy
tt0515211,tvEpisode,Best Man for the Gob,Best Man for the Gob,2004.0,,Comedy
tt0515224,tvEpisode,Let 'Em Eat Cake,Let 'Em Eat Cake,2004.0,,Comedy
tt0515226,tvEpisode,Marta Complex,Marta Complex,2004.0,,Comedy
tt0515258,tvEpisode,Whistler's Mother,Whistler's Mother,2004.0,,Comedy
tt0515232,tvEpisode,Not Without My Daughter,Not Without My Daughter,2004.0,,Comedy
tt0515238,tvEpisode,Public Relations,Public Relations,2004.0,,Comedy
tt0515253,tvEpisode,The One Where Michael Leaves,The One Where Michael Leaves,2004.0,,Comedy
tt0515254,tvEpisode,The One Where They Build a House,The One Where They Build a House,2004.0,,Comedy
tt0515209,tvEpisode,Amigos,Amigos,2004.0,,Comedy
tt0515219,tvEpisode,Good Grief!,Good Grief!,2004.0,,Comedy
tt0515243,tvEpisode,Sad Sack,Sad Sack,2004.0,,Comedy
tt0515207,tvEpisode,Afternoon Delight,Afternoon Delight,2004.0,,Comedy
tt0515248,tvEpisode,Switch Hitter,Switch Hitter,2005.0,,Comedy
tt0515239,tvEpisode,Queen for a Day,Queen for a Day,2005.0,,Comedy
tt0515213,tvEpisode,Burning Love,Burning Love,2005.0,,Comedy
tt0515240,tvEpisode,"Ready, Aim, Marry Me","Ready, Aim, Marry Me",2005.0,,Comedy
tt0515234,tvEpisode,Out on a Limb,Out on a Limb,2005.0,,Comedy
tt0515220,tvEpisode,Hand to God,Hand to God,2005.0,,Comedy
tt0515229,tvEpisode,Motherboy XXX,Motherboy XXX,2005.0,,Comedy
tt0515251,tvEpisode,The Immaculate Election,The Immaculate Election,2005.0,,Comedy
tt0515255,tvEpisode,Sword of Destiny,Sword of Destiny,2005.0,,Comedy
tt0515227,tvEpisode,Meat the Veals,Meat the Veals,2005.0,,Comedy
tt0515245,tvEpisode,Spring Breakout,Spring Breakout,2005.0,,Comedy
tt0515241,tvEpisode,Righteous Brothers,Righteous Brothers,2005.0,,Comedy
tt0515250,tvEpisode,The Cabin Show,The Cabin Show,2005.0,,Comedy
tt0515249,tvEpisode,For British Eyes Only,For British Eyes Only,2005.0,,Comedy
tt0515218,tvEpisode,Forget Me Now,Forget Me Now,2005.0,,Comedy
tt0515233,tvEpisode,Notapusy,Notapusy,2005.0,,Comedy
tt0515230,tvEpisode,Mr. F,Mr. F,2005.0,,Comedy
tt0515252,tvEpisode,The Ocean Walker,The Ocean Walker,2005.0,,Comedy
tt0515237,tvEpisode,Prison Break-In,Prison Break-In,2005.0,,Comedy
tt0515225,tvEpisode,Making a Stand,Making a Stand,2005.0,,Comedy
tt0515242,tvEpisode,S.O.B.s,S.O.B.s,2006.0,,Comedy
tt0515216,tvEpisode,Fakin' It,Fakin' It,2006.0,,Comedy
tt0515217,tvEpisode,Family Ties,Family Ties,2006.0,,Comedy
tt0515215,tvEpisode,Exit Strategy,Exit Strategy,2006.0,,Comedy
tt0757386,tvEpisode,Development Arrested,Development Arrested,2006.0,,Comedy
tt2128813,tvEpisode,Flight of the Phoenix,Flight of the Phoenix,2013.0,,Comedy
tt2128815,tvEpisode,Borderline Personalities,Borderline Personalities,2013.0,,Comedy
tt2128816,tvEpisode,Indian Takers,Indian Takers,2013.0,,Comedy
tt2128817,tvEpisode,The B. Team,The B. Team,2013.0,,Comedy
tt2128818,tvEpisode,A New Start,A New Start,2013.0,,Comedy
tt2128819,tvEpisode,Double Crossers,Double Crossers,2013.0,,Comedy
tt2128820,tvEpisode,Colony Collapse,Colony Collapse,2013.0,,Comedy
tt2128821,tvEpisode,Red Hairing,Red Hairing,2013.0,,Comedy
tt2128822,tvEpisode,Smashed,Smashed,2013.0,,Comedy
tt2128814,tvEpisode,Queen B.,Queen B.,2013.0,,Comedy
tt2495824,tvEpisode,A New Attitude,A New Attitude,2013.0,,Comedy
tt2604336,tvEpisode,Señoritis,Señoritis,2013.0,,Comedy
tt2604334,tvEpisode,It Gets Better,It Gets Better,2013.0,,Comedy
tt2604338,tvEpisode,Off the Hook,Off the Hook,2013.0,,Comedy
tt2826310,tvEpisode,Blockheads,Blockheads,2013.0,,Comedy
tt4589902,tvEpisode,Family Leave,Family Leave,2018.0,,Comedy
tt4861452,tvEpisode,Self-Deportation,Self-Deportation,2018.0,,Comedy
tt4861456,tvEpisode,Everyone Gets Atrophy,Everyone Gets Atrophy,2018.0,,Comedy
tt4861458,tvEpisode,An Old Start,An Old Start,2018.0,,Comedy
tt4861460,tvEpisode,Sinking Feelings,Sinking Feelings,2018.0,,Comedy
tt4861462,tvEpisode,Emotional Baggage,Emotional Baggage,2018.0,,Comedy
tt4861466,tvEpisode,Rom-Traum,Rom-Traum,2018.0,,Comedy
tt4861470,tvEpisode,Premature Independence,Premature Independence,2018.0,,Comedy
tt4861472,tvEpisode,Unexpected Company,Unexpected Company,2019.0,,Comedy
tt4861478,tvEpisode,Taste Makers,Taste Makers,2019.0,,Comedy
tt4861482,tvEpisode,Chain Migration,Chain Migration,2019.0,,Comedy
tt4861486,tvEpisode,Check Mates,Check Mates,2019.0,,Comedy
tt4861484,tvEpisode,The Untethered Sole,The Untethered Sole,2019.0,,Comedy
tt4861490,tvEpisode,Saving for Arraignment Day,Saving for Arraignment Day,2019.0,,Comedy
tt4861494,tvEpisode,Courting Disasters,Courting Disasters,2019.0,,Comedy
tt4589904,tvEpisode,The Fallout,The Fallout,2019.0,,Comedy
tt0110148,movie,Interview with the Vampire: The Vampire Chronicles,Interview with the Vampire: The Vampire Chronicles,1994.0,,"Drama,Fantasy,Horror"
tt0367594,movie,Charlie and the Chocolate Factory,Charlie and the Chocolate Factory,2005.0,,"Adventure,Comedy,Family"
tt0398808,movie,Bridge to Terabithia,Bridge to Terabithia,2007.0,,"Drama,Family,Fantasy"
tt5253620,tvEpisode,Clark's Place,Clark's Place,2016.0,,"Crime,Drama,Mystery"
tt5339002,tvEpisode,The Rat,The Rat,2016.0,,"Crime,Drama,Mystery"
tt0362165,movie,Son of the Mask,Son of the Mask,2005.0,,"Comedy,Family,Fantasy"
tt0290334,movie,X2: X-Men United,X2,2003.0,,"Action,Sci-Fi,Thriller"
tt5374770,tvEpisode,Travel Agents,Travel Agents,2016.0,,"Crime,Drama,Mystery"
tt5562344,tvEpisode,The Magic of David Copperfield V: The Statue of Liberty Disappears,The Magic of David Copperfield V: The Statue of Liberty Disappears,2016.0,,"Crime,Drama,Mystery"
tt5339026,tvEpisode,The Day After,The Day After,2016.0,,"Crime,Drama,Mystery"
tt0110366,movie,The Little Rascals,The Little Rascals,1994.0,,"Comedy,Family,Romance"
tt0382625,movie,The Da Vinci Code,The Da Vinci Code,2006.0,,"Mystery,Thriller"
tt10370710,movie,The Worst Person in the World,Verdens verste menneske,2021.0,,"Comedy,Drama,Romance"
tt7961060,movie,Dragon Ball Super: Broly,Doragon bôru chô: Burorî,2018.0,,"Action,Adventure,Animation"
tt10698464,tvEpisode,Black Day,Black Day,2022.0,,"Crime,Drama"
tt10906292,tvEpisode,Black Shirt,Black Shirt,2022.0,,"Crime,Drama"
tt10062310,tvEpisode,Openings,Openings,2020.0,,Drama
tt10062312,tvEpisode,Exchanges,Exchanges,2020.0,,Drama
tt10062314,tvEpisode,Doubled Pawns,Doubled Pawns,2020.0,,Drama
tt10062318,tvEpisode,Middle Game,Middle Game,2020.0,,Drama
tt10062320,tvEpisode,Fork,Fork,2020.0,,Drama
tt10062322,tvEpisode,Adjournment,Adjournment,2020.0,,Drama
tt11138512,movie,The Northman,The Northman,2022.0,,"Action,Adventure,Drama"
tt10906300,tvEpisode,Sapphire,Sapphire,2022.0,,"Crime,Drama"
tt10906306,tvEpisode,The Road to Hell,The Road to Hell,2022.0,,"Crime,Drama"
tt10906296,tvEpisode,Gold,Gold,2022.0,,"Crime,Drama"
tt10906308,tvEpisode,Lock and Key,Lock and Key,2022.0,,"Crime,Drama"
tt1877830,movie,The Batman,The Batman,2022.0,,"Action,Crime,Drama"
tt0242423,movie,"Dude, Where's My Car?","Dude, Where's My Car?",2000.0,,"Comedy,Mystery,Sci-Fi"
tt0075314,movie,Taxi Driver,Taxi Driver,1976.0,,"Crime,Drama"
tt1284388,tvEpisode,Pilot,Pilot,2008.0,,"Crime,Drama,Thriller"
tt1259489,tvEpisode,Seeds,Seeds,2008.0,,"Crime,Drama,Thriller"
tt1261700,tvEpisode,Fun Town,Fun Town,2008.0,,"Crime,Drama,Thriller"
tt1261701,tvEpisode,Patch Over,Patch Over,2008.0,,"Crime,Drama,Thriller"
tt1261702,tvEpisode,Giving Back,Giving Back,2008.0,,"Crime,Drama,Thriller"
tt1261703,tvEpisode,AK-51,AK-51,2008.0,,"Crime,Drama,Thriller"
tt1261704,tvEpisode,Old Bones,Old Bones,2008.0,,"Crime,Drama,Thriller"
tt1261705,tvEpisode,The Pull,The Pull,2008.0,,"Crime,Drama,Thriller"
tt1261706,tvEpisode,Hell Followed,Hell Followed,2008.0,,"Crime,Drama,Thriller"
tt1261707,tvEpisode,Better Half,Better Half,2008.0,,"Crime,Drama,Thriller"
tt1261696,tvEpisode,Capybara,Capybara,2008.0,,"Crime,Drama,Thriller"
tt1261697,tvEpisode,The Sleep of Babies,The Sleep of Babies,2008.0,,"Crime,Drama,Thriller"
tt1261698,tvEpisode,The Revelator,The Revelator,2008.0,,"Crime,Drama,Thriller"
tt1303554,tvEpisode,Albification,Albification,2009.0,,"Crime,Drama,Thriller"
tt1303559,tvEpisode,Small Tears,Small Tears,2009.0,,"Crime,Drama,Thriller"
tt1303560,tvEpisode,Fix,Fix,2009.0,,"Crime,Drama,Thriller"
tt1303561,tvEpisode,Eureka,Eureka,2009.0,,"Crime,Drama,Thriller"
tt1303562,tvEpisode,Smite,Smite,2009.0,,"Crime,Drama,Thriller"
tt1303563,tvEpisode,Falx Cerebri,Falx Cerebri,2009.0,,"Crime,Drama,Thriller"
tt1303564,tvEpisode,Gilead,Gilead,2009.0,,"Crime,Drama,Thriller"
tt1303565,tvEpisode,Potlatch,Potlatch,2009.0,,"Crime,Drama,Thriller"
tt1303566,tvEpisode,Fa Guan,Fa Guan,2009.0,,"Crime,Drama,Thriller"
tt1303555,tvEpisode,Balm,Balm,2009.0,,"Crime,Drama,Thriller"
tt1303556,tvEpisode,Service,Service,2009.0,,"Crime,Drama,Thriller"
tt1303557,tvEpisode,The Culling,The Culling,2009.0,,"Crime,Drama,Thriller"
tt1303558,tvEpisode,Na Triobloidi,Na Triobloidi,2009.0,,"Crime,Drama,Thriller"
tt1559905,tvEpisode,So,So,2010.0,,"Crime,Drama,Thriller"
tt1559910,tvEpisode,Oiled,Oiled,2010.0,,"Crime,Drama,Thriller"
tt1559911,tvEpisode,Caregiver,Caregiver,2010.0,,"Crime,Drama,Thriller"
tt1559912,tvEpisode,Home,Home,2010.0,,"Crime,Drama,Thriller"
tt1559913,tvEpisode,Turning and Turning,Turning and Turning,2010.0,,"Crime,Drama,Thriller"
tt1559914,tvEpisode,The Push,The Push,2010.0,,"Crime,Drama,Thriller"
tt1559915,tvEpisode,Widening Gyre,Widening Gyre,2010.0,,"Crime,Drama,Thriller"
tt1559916,tvEpisode,Lochan Mor,Lochan Mor,2010.0,,"Crime,Drama,Thriller"
tt1559917,tvEpisode,Turas,Turas,2010.0,,"Crime,Drama,Thriller"
tt1559906,tvEpisode,Fírinne,Fírinne,2010.0,,"Crime,Drama,Thriller"
tt1559907,tvEpisode,Bainne,Bainne,2010.0,,"Crime,Drama,Thriller"
tt1559908,tvEpisode,June Wedding,June Wedding,2010.0,,"Crime,Drama,Thriller"
tt1559909,tvEpisode,NS,NS,2010.0,,"Crime,Drama,Thriller"
tt1989270,tvEpisode,Out,Out,2011.0,,"Crime,Drama,Thriller"
tt1974884,tvEpisode,Booster,Booster,2011.0,,"Crime,Drama,Thriller"
tt1989269,tvEpisode,Dorylus,Dorylus,2011.0,,"Crime,Drama,Thriller"
tt1977537,tvEpisode,Una Venta,Una Venta,2011.0,,"Crime,Drama,Thriller"
tt1989268,tvEpisode,Brick,Brick,2011.0,,"Crime,Drama,Thriller"
tt2016680,tvEpisode,With an X,With an X,2011.0,,"Crime,Drama,Thriller"
tt2010656,tvEpisode,Fruit for the Crows,Fruit for the Crows,2011.0,,"Crime,Drama,Thriller"
tt2021956,tvEpisode,Family Recipe,Family Recipe,2011.0,,"Crime,Drama,Thriller"
tt2050258,tvEpisode,Kiss,Kiss,2011.0,,"Crime,Drama,Thriller"
tt2049291,tvEpisode,Hands,Hands,2011.0,,"Crime,Drama,Thriller"
tt2085522,tvEpisode,Call of Duty,Call of Duty,2011.0,,"Crime,Drama,Thriller"
tt2083709,tvEpisode,Burnt and Purged Away,Burnt and Purged Away,2011.0,,"Crime,Drama,Thriller"
tt2105914,tvEpisode,"To Be, Act 1","To Be, Act 1",2011.0,,"Crime,Drama,Thriller"
tt2105915,tvEpisode,"To Be, Act 2","To Be, Act 2",2011.0,,"Crime,Drama,Thriller"
tt2175526,tvEpisode,Sovereign,Sovereign,2012.0,,"Crime,Drama,Thriller"
tt2254710,tvEpisode,Authority Vested,Authority Vested,2012.0,,"Crime,Drama,Thriller"
tt2222136,tvEpisode,Laying Pipe,Laying Pipe,2012.0,,"Crime,Drama,Thriller"
tt2254722,tvEpisode,Stolen Huffy,Stolen Huffy,2012.0,,"Crime,Drama,Thriller"
tt2254728,tvEpisode,Orca Shrugged,Orca Shrugged,2012.0,,"Crime,Drama,Thriller"
tt2315090,tvEpisode,Small World,Small World,2012.0,,"Crime,Drama,Thriller"
tt2315092,tvEpisode,Toad's Wild Ride,Toad's Wild Ride,2012.0,,"Crime,Drama,Thriller"
tt2315094,tvEpisode,Ablation,Ablation,2012.0,,"Crime,Drama,Thriller"
tt2315100,tvEpisode,Andare Pescare,Andare Pescare,2012.0,,"Crime,Drama,Thriller"
tt2315096,tvEpisode,Crucifixed,Crucifixed,2012.0,,"Crime,Drama,Thriller"
tt2315098,tvEpisode,To Thine Own Self,To Thine Own Self,2012.0,,"Crime,Drama,Thriller"
tt2315102,tvEpisode,Darthy,Darthy,2012.0,,"Crime,Drama,Thriller"
tt2315104,tvEpisode,J'ai Obtenu Cette,J'ai Obtenu Cette,2012.0,,"Crime,Drama,Thriller"
tt2966864,tvEpisode,One One Six,One One Six,2013.0,,"Crime,Drama,Thriller"
tt2524432,tvEpisode,Straw,Straw,2013.0,,"Crime,Drama,Thriller"
tt2980966,tvEpisode,Poenitentia,Poenitentia,2013.0,,"Crime,Drama,Thriller"
tt3155914,tvEpisode,Wolfsangel,Wolfsangel,2013.0,,"Crime,Drama,Thriller"
tt3180174,tvEpisode,The Mad King,The Mad King,2013.0,,"Crime,Drama,Thriller"
tt3198434,tvEpisode,Salvage,Salvage,2013.0,,"Crime,Drama,Thriller"
tt3212886,tvEpisode,Sweet and Vaded,Sweet and Vaded,2013.0,,"Crime,Drama,Thriller"
tt3147428,tvEpisode,Los Fantasmas,Los Fantasmas,2013.0,,"Crime,Drama,Thriller"
tt3175848,tvEpisode,John 8:32,John 8:32,2013.0,,"Crime,Drama,Thriller"
tt3188850,tvEpisode,Huang Wu,Huang Wu,2013.0,,"Crime,Drama,Thriller"
tt3240506,tvEpisode,Aon Rud Persanta,Aon Rud Persanta,2013.0,,"Crime,Drama,Thriller"
tt3240508,tvEpisode,You Are My Sunshine,You Are My Sunshine,2013.0,,"Crime,Drama,Thriller"
tt3240510,tvEpisode,A Mother's Work,A Mother's Work,2013.0,,"Crime,Drama,Thriller"
tt3383464,tvEpisode,Black Widower,Black Widower,2014.0,,"Crime,Drama,Thriller"
tt3894464,tvEpisode,Toil and Till,Toil and Till,2014.0,,"Crime,Drama,Thriller"
tt3838552,tvEpisode,Playing with Monsters,Playing with Monsters,2014.0,,"Crime,Drama,Thriller"
tt3898634,tvEpisode,Poor Little Lambs,Poor Little Lambs,2014.0,,"Crime,Drama,Thriller"
tt3901218,tvEpisode,Some Strange Eruption,Some Strange Eruption,2014.0,,"Crime,Drama,Thriller"
tt3902190,tvEpisode,Greensleeves,Greensleeves,2014.0,,"Crime,Drama,Thriller"
tt3901214,tvEpisode,Smoke 'em If You Got 'em,Smoke 'em If You Got 'em,2014.0,,"Crime,Drama,Thriller"
tt3902192,tvEpisode,The Separation of Crows,The Separation of Crows,2014.0,,"Crime,Drama,Thriller"
tt3908440,tvEpisode,What a Piece of Work Is Man,What a Piece of Work Is Man,2014.0,,"Crime,Drama,Thriller"
tt3903590,tvEpisode,Faith and Despondency,Faith and Despondency,2014.0,,"Crime,Drama,Thriller"
tt3908442,tvEpisode,Suits of Woe,Suits of Woe,2014.0,,"Crime,Drama,Thriller"
tt3903588,tvEpisode,Red Rose,Red Rose,2014.0,,"Crime,Drama,Thriller"
tt3885886,tvEpisode,Papa's Goods,Papa's Goods,2014.0,,"Crime,Drama,Thriller"
tt1973786,tvEpisode,Pilot,Pilot,2011.0,,"Comedy,Drama"
tt1973785,tvEpisode,Errors and Omissions,Errors and Omissions,2011.0,,"Comedy,Drama"
tt1976882,tvEpisode,Inside Track,Inside Track,2011.0,,"Comedy,Drama"
tt1977541,tvEpisode,Dirty Little Secrets,Dirty Little Secrets,2011.0,,"Comedy,Drama"
tt2003931,tvEpisode,Bail Out,Bail Out,2011.0,,"Comedy,Drama"
tt1973787,tvEpisode,Tricks of the Trade,Tricks of the Trade,2011.0,,"Comedy,Drama"
tt1987364,tvEpisode,Play the Man,Play the Man,2011.0,,"Comedy,Drama"
tt1987365,tvEpisode,Identity Crisis,Identity Crisis,2011.0,,"Comedy,Drama"
tt1985804,tvEpisode,Undefeated,Undefeated,2011.0,,"Comedy,Drama"
tt1986650,tvEpisode,The Shelf Life,The Shelf Life,2011.0,,"Comedy,Drama"
tt1995990,tvEpisode,Rules of the Game,Rules of the Game,2011.0,,"Comedy,Drama"
tt2014019,tvEpisode,Dog Fight,Dog Fight,2011.0,,"Comedy,Drama"
tt2185442,tvEpisode,She Knows,She Knows,2012.0,,"Comedy,Drama"
tt2397283,tvEpisode,The Choice,The Choice,2012.0,,"Comedy,Drama"
tt2199752,tvEpisode,Meet the New Boss,Meet the New Boss,2012.0,,"Comedy,Drama"
tt2199756,tvEpisode,Discovery,Discovery,2012.0,,"Comedy,Drama"
tt2253942,tvEpisode,Break Point,Break Point,2012.0,,"Comedy,Drama"
tt2199758,tvEpisode,All In,All In,2012.0,,"Comedy,Drama"
tt2268628,tvEpisode,Sucker Punch,Sucker Punch,2012.0,,"Comedy,Drama"
tt2305044,tvEpisode,Rewind,Rewind,2012.0,,"Comedy,Drama"
tt2310538,tvEpisode,Asterisk,Asterisk,2012.0,,"Comedy,Drama"
tt2310526,tvEpisode,High Noon,High Noon,2012.0,,"Comedy,Drama"
tt2583678,tvEpisode,Blind-Sided,Blind-Sided,2013.0,,"Comedy,Drama"
tt2583680,tvEpisode,Blood in the Water,Blood in the Water,2013.0,,"Comedy,Drama"
tt2583682,tvEpisode,Zane vs. Zane,Zane vs. Zane,2013.0,,"Comedy,Drama"
tt2660120,tvEpisode,He's Back,He's Back,2013.0,,"Comedy,Drama"
tt2671864,tvEpisode,Normandy,Normandy,2013.0,,"Comedy,Drama"
tt2560618,tvEpisode,War,War,2013.0,,"Comedy,Drama"
tt2529130,tvEpisode,The Arrangement,The Arrangement,2013.0,,"Comedy,Drama"
tt2850832,tvEpisode,I Want You to Want Me,I Want You to Want Me,2013.0,,"Comedy,Drama"
tt2983982,tvEpisode,Unfinished Business,Unfinished Business,2013.0,,"Comedy,Drama"
tt2983986,tvEpisode,Conflict of Interest,Conflict of Interest,2013.0,,"Comedy,Drama"
tt2983988,tvEpisode,Shadow of a Doubt,Shadow of a Doubt,2013.0,,"Comedy,Drama"
tt2983994,tvEpisode,The Other Time,The Other Time,2013.0,,"Comedy,Drama"
tt2983996,tvEpisode,She's Mine,She's Mine,2013.0,,"Comedy,Drama"
tt3053154,tvEpisode,Endgame,Endgame,2013.0,,"Comedy,Drama"
tt3132574,tvEpisode,Bad Faith,Bad Faith,2013.0,,"Comedy,Drama"
tt3132584,tvEpisode,Stay,Stay,2013.0,,"Comedy,Drama"
tt3563802,tvEpisode,Buried Secrets,Buried Secrets,2014.0,,"Comedy,Drama"
tt3570124,tvEpisode,Yesterday's Gone,Yesterday's Gone,2014.0,,"Comedy,Drama"
tt3591456,tvEpisode,Moot Point,Moot Point,2014.0,,"Comedy,Drama"
tt3599424,tvEpisode,Heartburn,Heartburn,2014.0,,"Comedy,Drama"
tt3607734,tvEpisode,Know When to Fold 'Em,Know When to Fold 'Em,2014.0,,"Comedy,Drama"
tt3639420,tvEpisode,No Way Out,No Way Out,2014.0,,"Comedy,Drama"
tt3285896,tvEpisode,One-Two-Three Go...,One-Two-Three Go...,2014.0,,"Comedy,Drama"
tt3783016,tvEpisode,"Breakfast, Lunch and Dinner","Breakfast, Lunch and Dinner",2014.0,,"Comedy,Drama"
tt3800126,tvEpisode,Two in the Knees,Two in the Knees,2014.0,,"Comedy,Drama"
tt3832646,tvEpisode,Leveraged,Leveraged,2014.0,,"Comedy,Drama"
tt3839596,tvEpisode,Pound of Flesh,Pound of Flesh,2014.0,,"Comedy,Drama"
tt3839598,tvEpisode,Litt the Hell Up,Litt the Hell Up,2014.0,,"Comedy,Drama"
tt3881112,tvEpisode,We're Done,We're Done,2014.0,,"Comedy,Drama"
tt3895112,tvEpisode,Exposure,Exposure,2014.0,,"Comedy,Drama"
tt3953700,tvEpisode,Gone,Gone,2014.0,,"Comedy,Drama"
tt3923868,tvEpisode,This Is Rome,This Is Rome,2014.0,,"Comedy,Drama"
tt4231052,tvEpisode,Enough Is Enough,Enough Is Enough,2015.0,,"Comedy,Drama"
tt4383488,tvEpisode,Respect,Respect,2015.0,,"Comedy,Drama"
tt4410566,tvEpisode,Fork in the Road,Fork in the Road,2015.0,,"Comedy,Drama"
tt3951374,tvEpisode,Derailed,Derailed,2015.0,,"Comedy,Drama"
tt4434386,tvEpisode,Intent,Intent,2015.0,,"Comedy,Drama"
tt4454772,tvEpisode,Not Just a Pretty Face,Not Just a Pretty Face,2015.0,,"Comedy,Drama"
tt4503862,tvEpisode,Denial,Denial,2015.0,,"Comedy,Drama"
tt4649068,tvEpisode,Compensation,Compensation,2015.0,,"Comedy,Drama"
tt4649074,tvEpisode,No Refills,No Refills,2015.0,,"Comedy,Drama"
tt4800888,tvEpisode,No Puedo Hacerlo,No Puedo Hacerlo,2015.0,,"Comedy,Drama"
tt4845228,tvEpisode,Toe to Toe,Toe to Toe,2015.0,,"Comedy,Drama"
tt4779252,tvEpisode,Privilege,Privilege,2015.0,,"Comedy,Drama"
tt4815634,tvEpisode,Hitting Home,Hitting Home,2015.0,,"Comedy,Drama"
tt4905626,tvEpisode,Mea Culpa,Mea Culpa,2015.0,,"Comedy,Drama"
tt4923722,tvEpisode,Uninvited Guests,Uninvited Guests,2015.0,,"Comedy,Drama"
tt4938410,tvEpisode,Faith,Faith,2015.0,,"Comedy,Drama"
tt5176286,tvEpisode,Blowback,Blowback,2016.0,,"Comedy,Drama"
tt5181364,tvEpisode,Live to Fight...,Live to Fight...,2016.0,,"Comedy,Drama"
tt5181368,tvEpisode,God's Green Earth,God's Green Earth,2016.0,,"Comedy,Drama"
tt5181370,tvEpisode,Self Defense,Self Defense,2016.0,,"Comedy,Drama"
tt5181372,tvEpisode,Tick Tock,Tick Tock,2016.0,,"Comedy,Drama"
tt5181374,tvEpisode,25th Hour,25th Hour,2016.0,,"Comedy,Drama"
tt5498940,tvEpisode,To Trouble,To Trouble,2016.0,,"Comedy,Drama"
tt5513372,tvEpisode,Accounts Payable,Accounts Payable,2016.0,,"Comedy,Drama"
tt5895102,tvEpisode,Back on the Map,Back on the Map,2016.0,,"Comedy,Drama"
tt5895096,tvEpisode,Turn,Turn,2016.0,,"Comedy,Drama"
tt5895106,tvEpisode,Trust,Trust,2016.0,,"Comedy,Drama"
tt5895108,tvEpisode,Spain,Spain,2016.0,,"Comedy,Drama"
tt5895110,tvEpisode,Shake the Trees,Shake the Trees,2016.0,,"Comedy,Drama"
tt5895112,tvEpisode,Borrowed Time,Borrowed Time,2016.0,,"Comedy,Drama"
tt5880940,tvEpisode,The Hand That Feeds You,The Hand That Feeds You,2016.0,,"Comedy,Drama"
tt5880946,tvEpisode,P.S.L.,P.S.L.,2016.0,,"Comedy,Drama"
tt5880950,tvEpisode,She's Gone,She's Gone,2017.0,,"Comedy,Drama"
tt5880956,tvEpisode,The Painting,The Painting,2017.0,,"Comedy,Drama"
tt5880960,tvEpisode,"Teeth, Nose, Teeth","Teeth, Nose, Teeth",2017.0,,"Comedy,Drama"
tt5895116,tvEpisode,Admission of Guilt,Admission of Guilt,2017.0,,"Comedy,Drama"
tt5937920,tvEpisode,Quid Pro Quo,Quid Pro Quo,2017.0,,"Comedy,Drama"
tt5937924,tvEpisode,Character and Fitness,Character and Fitness,2017.0,,"Comedy,Drama"
tt5934988,tvEpisode,Skin in the Game,Skin in the Game,2017.0,,"Comedy,Drama"
tt5937932,tvEpisode,The Statue,The Statue,2017.0,,"Comedy,Drama"
tt7006210,tvEpisode,Mudmare,Mudmare,2017.0,,"Comedy,Drama"
tt6896678,tvEpisode,Divide and Conquer,Divide and Conquer,2017.0,,"Comedy,Drama"
tt6949856,tvEpisode,Brooklyn Housing,Brooklyn Housing,2017.0,,"Comedy,Drama"
tt7022000,tvEpisode,Home to Roost,Home to Roost,2017.0,,"Comedy,Drama"
tt7016302,tvEpisode,Full Disclosure,Full Disclosure,2017.0,,"Comedy,Drama"
tt7027760,tvEpisode,100,100,2017.0,,"Comedy,Drama"
tt7222256,tvEpisode,Shame,Shame,2017.0,,"Comedy,Drama"
